scan_class	fmri_task	scan_type	relative_file_path	file_name	participant_id	DeviceSerialNumber	SoftwareVersions	ManufacturerModelName	ScanningSequence	SequenceVariant	ScanOptions	MRAcquisitionType	SequenceName	MagneticFieldStrength	ImagingFrequency	ImageType	AccelerationFactorPE	AccelNumReferenceLines	TotalScanTimeSec	RepetitionTime	EchoTime	InversionTime	NumberOfAverages	FlipAngle	NumberOfPhaseEncodingSteps	TotalReadoutTime	EchoTrainLength	PercentSampling	PercentPhaseFieldOfView	PixelBandwidth	EPIFactor	ReceiveCoilName	ProtocolName	TransmitCoilName	AcquisitionMatrix	InPlanePhaseEncodingDirection	VariableFlipAngleFlag	PatientPosition	EffectiveEchoSpacing	PhaseEncodingDirection	trigger_time
func	pamret	bold	/sub-10696/func/sub-10696_task-pamret_bold.json	sub-10696_task-pamret_bold.json	sub-10696	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249626	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2821
func	rest	bold	/sub-10696/func/sub-10696_task-rest_bold.json	sub-10696_task-rest_bold.json	sub-10696	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249250	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10696/func/sub-10696_task-scap_bold.json	sub-10696_task-scap_bold.json	sub-10696	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249250	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2419
func	taskswitch	bold	/sub-10696/func/sub-10696_task-taskswitch_bold.json	sub-10696_task-taskswitch_bold.json	sub-10696	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249250	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2738
anat	n/a	T1w	/sub-10697/anat/sub-10697_T1w.json	sub-10697_T1w.json	sub-10697	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123227688	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10697/dwi/sub-10697_dwi.json	sub-10697_dwi.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123227647	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	556	8.4	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10697/func/sub-10697_task-bart_bold.json	sub-10697_task-bart_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227643	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3213
func	bht	bold	/sub-10697/func/sub-10697_task-bht_bold.json	sub-10697_task-bht_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249261	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2204
func	pamenc	bold	/sub-10697/func/sub-10697_task-pamenc_bold.json	sub-10697_task-pamenc_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227643	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMenc	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2854
func	pamret	bold	/sub-10697/func/sub-10697_task-pamret_bold.json	sub-10697_task-pamret_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227643	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2645
func	rest	bold	/sub-10697/func/sub-10697_task-rest_bold.json	sub-10697_task-rest_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249261	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10697/func/sub-10697_task-scap_bold.json	sub-10697_task-scap_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249261	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2347
func	stopsignal	bold	/sub-10697/func/sub-10697_task-stopsignal_bold.json	sub-10697_task-stopsignal_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249267	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3034
func	taskswitch	bold	/sub-10697/func/sub-10697_task-taskswitch_bold.json	sub-10697_task-taskswitch_bold.json	sub-10697	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249261	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3107
anat	n/a	T1w	/sub-10699/anat/sub-10699_T1w.json	sub-10699_T1w.json	sub-10699	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123249551	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
func	bart	bold	/sub-10699/func/sub-10699_task-bart_bold.json	sub-10699_task-bart_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249533	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2715
func	bht	bold	/sub-10699/func/sub-10699_task-bht_bold.json	sub-10699_task-bht_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249315	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2697
func	pamenc	bold	/sub-10699/func/sub-10699_task-pamenc_bold.json	sub-10699_task-pamenc_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249534	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMenc	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2702
func	pamret	bold	/sub-10699/func/sub-10699_task-pamret_bold.json	sub-10699_task-pamret_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249534	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2763
func	rest	bold	/sub-10699/func/sub-10699_task-rest_bold.json	sub-10699_task-rest_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249315	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10699/func/sub-10699_task-scap_bold.json	sub-10699_task-scap_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249315	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2945
func	stopsignal	bold	/sub-10699/func/sub-10699_task-stopsignal_bold.json	sub-10699_task-stopsignal_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249315	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3032
func	taskswitch	bold	/sub-10699/func/sub-10699_task-taskswitch_bold.json	sub-10699_task-taskswitch_bold.json	sub-10699	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123249315	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3231
anat	n/a	T1w	/sub-10704/anat/sub-10704_T1w.json	sub-10704_T1w.json	sub-10704	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123227693	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10704/dwi/sub-10704_dwi.json	sub-10704_dwi.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123227666	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	556	8.4	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10704/func/sub-10704_task-bart_bold.json	sub-10704_task-bart_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227661	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.321
func	bht	bold	/sub-10704/func/sub-10704_task-bht_bold.json	sub-10704_task-bht_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227674	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.1721
func	pamenc	bold	/sub-10704/func/sub-10704_task-pamenc_bold.json	sub-10704_task-pamenc_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227661	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMenc	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2568
func	pamret	bold	/sub-10704/func/sub-10704_task-pamret_bold.json	sub-10704_task-pamret_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227661	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.223
func	rest	bold	/sub-10704/func/sub-10704_task-rest_bold.json	sub-10704_task-rest_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227674	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10704/func/sub-10704_task-scap_bold.json	sub-10704_task-scap_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227674	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2407
func	stopsignal	bold	/sub-10704/func/sub-10704_task-stopsignal_bold.json	sub-10704_task-stopsignal_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227674	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2781
func	taskswitch	bold	/sub-10704/func/sub-10704_task-taskswitch_bold.json	sub-10704_task-taskswitch_bold.json	sub-10704	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227674	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2749
anat	n/a	T1w	/sub-10707/anat/sub-10707_T1w.json	sub-10707_T1w.json	sub-10707	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123227449	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10707/dwi/sub-10707_dwi.json	sub-10707_dwi.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123227421	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	556	8.4	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10707/func/sub-10707_task-bart_bold.json	sub-10707_task-bart_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227424	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2807
func	bht	bold	/sub-10707/func/sub-10707_task-bht_bold.json	sub-10707_task-bht_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227338	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.18
func	pamenc	bold	/sub-10707/func/sub-10707_task-pamenc_bold.json	sub-10707_task-pamenc_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227424	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMenc	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3587
func	pamret	bold	/sub-10707/func/sub-10707_task-pamret_bold.json	sub-10707_task-pamret_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227424	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2684
func	rest	bold	/sub-10707/func/sub-10707_task-rest_bold.json	sub-10707_task-rest_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227325	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10707/func/sub-10707_task-scap_bold.json	sub-10707_task-scap_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227325	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2888
func	stopsignal	bold	/sub-10707/func/sub-10707_task-stopsignal_bold.json	sub-10707_task-stopsignal_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227325	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3149
func	taskswitch	bold	/sub-10707/func/sub-10707_task-taskswitch_bold.json	sub-10707_task-taskswitch_bold.json	sub-10707	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227325	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3027
anat	n/a	T1w	/sub-10708/anat/sub-10708_T1w.json	sub-10708_T1w.json	sub-10708	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123227640	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10708/dwi/sub-10708_dwi.json	sub-10708_dwi.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123227611	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	556	8.4	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10708/func/sub-10708_task-bart_bold.json	sub-10708_task-bart_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227604	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2971
func	bht	bold	/sub-10708/func/sub-10708_task-bht_bold.json	sub-10708_task-bht_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227619	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.1317
func	pamenc	bold	/sub-10708/func/sub-10708_task-pamenc_bold.json	sub-10708_task-pamenc_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227604	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMenc	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3034
func	pamret	bold	/sub-10708/func/sub-10708_task-pamret_bold.json	sub-10708_task-pamret_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227604	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2927
func	rest	bold	/sub-10708/func/sub-10708_task-rest_bold.json	sub-10708_task-rest_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227619	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
func	scap	bold	/sub-10708/func/sub-10708_task-scap_bold.json	sub-10708_task-scap_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227619	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	590	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - SCAP	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3001
func	stopsignal	bold	/sub-10708/func/sub-10708_task-stopsignal_bold.json	sub-10708_task-stopsignal_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227619	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	376	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - STOPSIGNAL	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3036
func	taskswitch	bold	/sub-10708/func/sub-10708_task-taskswitch_bold.json	sub-10708_task-taskswitch_bold.json	sub-10708	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227619	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	424	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - TASKSWITCH	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.2416
anat	n/a	T1w	/sub-10719/anat/sub-10719_T1w.json	sub-10719_T1w.json	sub-10719	35343	syngo MR B15	TrioTim	GR/IR	SP/MP	IR	3D	*tfl3d1_ns	3	123227587	ORIGINAL/PRIMARY/M/ND/NORM	2	32	363	2.53	0.00331	1.1	1	7	255	n/a	1	100	100.0	200	n/a	HeadMatrix	MPRAGE - BWM	Body	0/256/256/0	ROW	N	HFS	n/a	i-	n/a
dwi	n/a	dwi	/sub-10719/dwi/sub-10719_dwi.json	sub-10719_dwi.json	sub-10719	35343	syngo MR B15	TrioTim	EP	SK/SP	PFP/FS	2D	*ep_b1000#10	3	123227559	ORIGINAL/PRIMARY/M/ND/MOSAIC	1	n/a	556	8.4	0.0926	n/a	1	90	72	0.088317824	1	100	100.0	2265	128	HeadMatrix	DTI 64dir	Body	96/0/0/96	COL	N	HFS	6.89983E-4	j-	n/a
func	bart	bold	/sub-10719/func/sub-10719_task-bart_bold.json	sub-10719_task-bart_bold.json	sub-10719	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227555	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	542	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BART	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3002
func	bht	bold	/sub-10719/func/sub-10719_task-bht_bold.json	sub-10719_task-bht_bold.json	sub-10719	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123226954	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	166	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - BHT	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.4135
func	pamenc	bold	/sub-10719/func/sub-10719_task-pamenc_bold.json	sub-10719_task-pamenc_bold.json	sub-10719	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227555	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	492	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMenc	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3003
func	pamret	bold	/sub-10719/func/sub-10719_task-pamret_bold.json	sub-10719_task-pamret_bold.json	sub-10719	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123227555	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	544	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - PAMret	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	8.3037
func	rest	bold	/sub-10719/func/sub-10719_task-rest_bold.json	sub-10719_task-rest_bold.json	sub-10719	35343	syngo MR B15	TrioTim	EP	SK	FS	2D	*epfid2d1_64	3	123226954	ORIGINAL/PRIMARY/M/ND/MOSAIC	2	24	312	2.0	0.03	n/a	1	90	63	n/a	1	100	100.0	1420	128	HeadMatrix	BOLD - RESTING	Body	64/0/0/64	COL	N	HFS	3.95E-4	j-	n/a
